Project ID,WDPA ID,,,,,,Protected Area Information,,,Additional Information,,,
1884,,,,,N,These are places not PA's http://www.lonelyplanet.com/madagascar/southern-madagascar/ifaty,Ifaty/Mangily,Madagascar,,N,,,
1884,,,,,N,These are places not PA's  http://www.madacamp.com/Anakao,Anakao,Madagascar,,N,,,
1884,,,,,N,,Amboboaka,Madagascar,,N,,,
1884,,,,,N,,Sept Lacs,Madagascar,,N,,,
1884,,,,,N,These are places not PA's  http://en.wikipedia.org/wiki/Maromandia,Maromandia,Madagascar,,N,,,
1884,,,,,N,Town,Antsahampano,Madagascar,,N,,,
1884,,,,,N,http://mapcarta.com/14479738,"Nosy Berafia, Antsatrana",Madagascar,,N,,,
1884,,,,,N,,Nosy Sakatia,Madagascar,,N,,,
1884,,,,,N,http://www.maplandia.com/madagascar/antsiranana/antsiranana-urban/antanamitarana-atsimo/,Antanamitarana,Madagascar,,N,,,
1884,,,,,N,,Ambatozavavy,Madagascar,,N,,,
1884,,,,,N,,Nosy- Ve/Androka in the south: these PA's containes smaller PA's,Madagascar,,N,,,
1918,555555697,555555824,555555788,,Y,,Rabanal,Columbia,,,,,New
1918,20178,,,,Y,,Santuario Nacional Tabaconas Namballe,Peru,,,,,
1918,,,,,N,,Páramo Biosphere Reserve,Central America,,N,,,
1918,,,,,N,,Cotacachi-Cayapas reserve,Ecuador,,,,,New
1918,,,,,N,,Yacuri National Park ,Ecuador,,,,,New
1918,,,,,N,,El Duende,Mexico,,,,,New
1918,,,,,N,,Belmira,Colombiua,,,,,New
1918,,,,,N,,Zuleta ,Ecuador,,,,,New
1918,,,,,N,,Mojanda ,Ecuador,,,,,New
1918,,,,,N,,Sexemayo,Ecuador,,,,,New
1929,352242,,,,Y,,Anjozorobe Not Reported,Madagascar,,N,Anjozorobe–Angavo Forest Corridor,,
1929,555549450,,,,Y,,Angavo Proposed Protected Area,Madagascar,,N,Anjozorobe–Angavo Forest Corridor,,
1943,10380,,,,Y,,Chu Yang Sin National Park,Vietnam,Central,N,,,
1994,26059,555516943,344527,344549,Y,,Šumava Biosphere Reserve,Czech Republic,,N,,,
1994,106887,2095,,,Y,,Babia Góra Biosphere Reserve,Poland,,Y,,,
1994,13652,,,,Y,,Aggtelek Biosphere Reserve,Hungary,,N,,,
1999,761,,,,Y,,Nairobi National Park,Kenya,Central,N,,,
2003,2532,,,,Y,,Chimanimani TFCA,Zimbabwe,,,,,New
2003,4651,,,,Y,,Niassa,Mozambique,,,,,New
2003,351406,,,,Y,,Limpopo (formerly Gaza) TFCA,South Africa,,,,,New
2003,,,,,Y,,Lubombo TFCA,Swaziland,,,,,New
2003,,,,,N,,ZIMOZA,"Zimbabwe, Mozambique and Zambia ",,,,,New
2037,167080,,,,Y,,Dashtidzhum National Park,Tajikistan,,,,,
2068,3314,,,,Y,,Colombia River Forest Reserve,Belize,,,,,New
2068,116297,,,,Y,,Vaca Forest Reserve ,Belize,,,,,New
2068,220100,,,,Y,,Port Honduras Marine Reserve,Belize,,,,,New
2068,301909,,,,Y,,Corozal Bay Wildlife Sanctuary,Belize,,,,,New
2068,301941,,,,Y,,Golden Stream Corridor Preserve,Belize,,,,,New
2077,8883,,,,Y,,Lambu Sango NR Game Reserve,Indonesia,,N,Lambusango Forests,,
2078,901251,103171,,,Y,,Banco Chinchorro UNESCO-MAB Biosphere Reserve,Mexico,East,Y,Banco Chinchoro,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,903011,107740,,,Y,,La Sepultura UNESCO-MAB Biosphere Reserve,Mexico,Central,Y,La Sepultura,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,18071,903006,,,Y,,Cuatrociénegas Flora and Fauna Protection Area,Mexico,North,Y,Cuatro Ciénegas,,
2078,222,,,,Y,,Lagunas de Zempoala National Park,Mexico,Central,Y,Corredor Chichinautzin -Zempoala,,
2078,20064,,,,Y,,La Encrucijada Biosphere Reserve,Mexico,,N,La Encrucijada,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,101409,,,,Y,,Alto Golfo y Delta del Rio Colorado,Mexico,North,N,,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,108111,,,,Y,,"Zempoala - La Bufa ""Otomi-Mexica"" Not Reported",Mexico,Central,Y,Corredor Chichinautzin -Zempoala,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,166970,,,,Y,,Tehuacán- Cuicatlán  Biosphere Reserve,Mexico,,N,Tehuacán- Cuicatlán,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,306790,,,,Y,,El Pinacate y Gran Desierto del Altar,Mexico,,N,,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,306818,,,,Y,,Mapimi Biosphere Reserve,Mexico,,N,Mapimi,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,901252,,,,Y,,Sierra La Laguna,Mexico,West,N,,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,902304,,,,Y,,"Reserva de la Biosfera Banco Chinchorro Ramsar Site, Wetland of International Importance",Mexico,East,Y,Banco Chinchoro,,
2078,555547539,,,,Y,,Sierra de Álamos-Rio Cuchujaqui,Mexico,,N,,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
2078,,,,,N,,Corredor Chichinautzin -Zempoala,,,,,,
2099,201,5002,,,Y,,Río Plátano Biosphere Reserve,Honduras,,Y,,,
2099,12650,145584,,,Y,,The BOSAWAS Biosphere Reserve,Nicaragua,,Y,,,
2099,41013,,,,Y,,Patuca National Park,Honduras,,N,,,
2099,,,,,N,http://www.rainforest-alliance.org/adopt/projects/honduras,Tawahka Asagni Indigenous Reserve,Honduras,,N,,,
2100,4327,1083,,,Y,,Garamba National Park World Heritage Site,Congo DR,North-east,Y,Parc National de la Garamba,,
2100,166889,2017,,,Y,,Virunga National Park,Congo DR,East,Y,Parc National de Virunga,Virunga NP is also listed as a PA in this project?,
2100,478292,10906,,,Y,,Salonga Integrale Nature Reserve,Congo DR,Central,Y,Salonga,,
2100,1078,,,,Y,,Parc National de la Salonga Collaborative Fishery Management Area,Congo DR,Central,Y,Salonga,,
2100,1080,,,,Y,,Maiko National Park,Congo DR,Central,N,Parc National de la Maiko,,
2100,478291,,,,Y,,"Parc national des Virunga Ramsar Site, Wetland of International Importance",Congo DR,East,Y,Parc National de Virunga,,
2100,555555523,,,,Y,,Kokolopori Bonobo Reserve Nature Reserve,Congo DR,,N,Lopori,,
2100,,,,,N,http://itouchmap.com/?c=cg&UF=-2062294&UN=-2859942&DG=PPL,Yalumba,Congo DR,,N,,,
2100,,,,,N,,Wamba,Congo DR,,N,,,
2100,,,,,N,http://www.wcs.org/saving-wild-places/africa/ituri-forest-congo-drc.aspx,Ituri,Congo DR,,N,,,
2100,,,,,N,Goma is a village,Goma,Congo DR,,N,,,
2100,,,,,N,http://itouchmap.com/?c=cg&UF=-2039971&UN=-2832539&DG=STM,Bitshombo,Congo DR,,N,,,
2100,,,,,N,http://en.wikipedia.org/wiki/Maringa-Lopori-Wamba_Landscape,Maringa,Congo DR,,N,,,
2100,,,,,N,Kinshasa is a village,Kinshasa,Congo DR,,N,,,
2102,240,,,,Y,,"Volcán Barú, Bugaba/Chiriquí",Panama,,,,,New
2102,10914,,,,Y,,"Isla Cañas, Los Santos",Panama,,,,,New
2102,12685,,,,Y,,"Cerro Hoya, Veraguas-Los Santos",Panama,,,,,New
2102,12688,,,,Y,,"Isla Iguana, Los Santos",Panama,,,,,New
2102,12695,,,,Y,,"El Montuoso, Herrera",Panama,,,,,New
2102,16787,,,,Y,,"Isla Bastimento, Bocas del Toro",Panama,,,,,New
2102,17185,,,,Y,,"Palo Seco (BPSP), Bocas del Toro",Panama,,,,,New
2102,68135,,,,Y,,"San San Pond Sak, Bocas del Toro",Panama,,,,,New
2102,99631,,,,Y,,"Omar Torrijos,  La Pintada/Coclé",Panama,,,,,New
2102,107289,,,,Y,,"Damani-Guaribiara, ",Panama,,,,,New
2102,107292,,,,Y,,"Donoso, Colón ",Panama,,,,,New
2102,107315,,,,Y,,"Parque Internacional La Amistad (PILA), Bocas del Toro-Chiriquí",Panama,,,,,New
2102,107334,,,,Y,,"Corregimiento No.1 Narganá, Kuna Yala",Panama,,,,,New
2102,115110,,,,Y,,"Santa Fe, Veraguas",Panama,,,,,New
2104,93900,198311,,,Y,,Sporovsky reserves,Belarus,,Y,,,
2104,900563,900660,,,Y,,"Mid-Pripyat State Landscape Zakaznik Ramsar Site, Wetland of International Importance",Belarus,,N,,Mid-Pripyat reserves,
2104,145850,900762,,,Y,,Zvanets reserve,Belarus,,N,,,
2104,101859,,,,Y,,Prostyr-Pripyat-Stokhid transboundary protected area,Belarus,,,,,
2104,900660,,,,Y,,West Polesie Transboundary Biosphere Reserve,"Belarus, Poland, Ukraine",,,,,New
2104,,,,,N,,Tsna river,Belarus,,N,,,
2105,349962,81158,3373,,Y,,Krka ,Croatia,,,,,
2105,,,,,N,,Lastovo Islands,Croatia,,,,,
2235,1690,10715,,,Y,,Kronotsky State Nature Reserve,Russia,East,N,,,
2235,124387,,,,Y,,Volcanoes of Kamchatka World Heritage Site,Russia,,N,South Kamchatka Sanctuary,,
2235,203437,,,,Y,,Bystrinsky Nature Park,Russia,East,N,,,
2235,203438,,,,Y,,Nalychevskiy Nature Park,Russia,,N,Nalychevo Nature Park,,
2237,7422,29801,2599,,Y,,Arabuko-Sokoke,Kenya,,Y,,,
2237,7420,33450,,,Y,,Kakamega,Kenya,,Y,,,
2237,,,,,N,Town http://en.wikipedia.org/wiki/Mwingi,Mwingi,Kenya,,N,,,
2443,103166,108064,900668,,Y,,Sierra Gorda Nature Reserve,Mexico,,Y,,,
2443,306819,903015,,,Y,,Mariposa Monarca reserves,Mexico,,Y,,,
2443,217,,,,Y,,Cofre de Perote National Park,Mexico,,N,,,
2443,5397,,,,Y,,The Pico de Tancitaro,Mexico,,N,,,
2443,108044,,,,Y,,Sierra de Zapalinamé reserves,Mexico,,N,,,
2443,108044,,,,Y,,Serrania de Zapaliname Area Subject to Ecological Conservation,Mexico,,N,Zapalinamé Nature Reserve,,
2443,166970,,,,Y,,The Tehuacán-Cuicatlán Biosphere Reserve,Mexico,,N,,,
2443,,,,,N,http://www.lonelyplanet.com/mexico/around-monterrey/sights/other/parque-ecologico-chipinque,Chipinque Ecological Park,Mexico,,N,,,
2491,30078,145516,,,Y,,Okavango Delta,Botswana,,,,,New
2492,8785,18002,,,Y,,Hot Springs Gane Park,Namibia,,,,,
2492,883,,,,Y,,Namib Naukluft,Namibia,West,N,,,
2492,884,,,,Y,,Etosha National Park,Namibia,North-west,N,,,
2492,885,,,,Y,,Skeleton Coast,Namibia,North-west,N,,,
2492,887,,,,Y,,Waterberg Plateau Park,Namibia,North,N,,,
2492,887,,,,Y,,Waterberg Plateau Park,Namibia,,,,,
2492,8785,,,,Y,,Ai-Ais Hot Springs National Park,Namibia,,N,/Ai-//Ais Hot Springs Game Park,,
2492,30051,,,,Y,,Mudumu National Park,Namibia,,N,Bwabwata-Mudumu-Mamili Complex,,
2492,30052,,,,Y,,Mamili National Park,Namibia,,N,Bwabwata-Mudumu-Mamili Complex,,
2492,95356,,,,Y,,Etosha National Park-Skeleton Coast,Namibia,,,,,
2492,303691,,,,Y,,Sperrgebeit National Park,Namibia,South,N,,,
2492,303691,,,,Y,,Sperrgebeit National Park,Namibia,,,,,
2492,303692,,,,Y,,Bwabwata National Park,Namibia,North-east,N,Bwabwata-Mudumu-Mamili Complex,,
2492,303692,,,,Y,,Bwabwata-Mudumu-Mamili (BMM) Complex,Namibia,,,,,
2492,555542964,,,,Y,,Kunene River Communal Conservancy,Namibia,,N,Kunene People’s Park,,
2492,555543018,,,,Y,,Dorob National Park,Namibia,West,N,,,
2515,61829,21221,300078,,Y,,San Juan ,Argentina,,,,,
2515,19,,,,Y,,Neuquén ,Argentina,,,,,
2515,,,,,N,,Mendoza ,Argentina,,,,,
2515,,,,,N,,Iruya ,Argentina,,,,,
2515,,,,,N,,Upper Parana Atlantic Forest in the area comprising the Green Corridor in Misiones,Argentina,,,,,
2517,102254,68135,,,Y,,San San Pond Sak Wetlands ,Panama,,,,,New
2517,156,,,,Y,,Hitoy Cerere Biological Reserve,Costa Rica,,,,,New
2517,163,,,,Y,,Chirripó National Park,Costa Rica,,,,,New
2517,10903,,,,Y,,PILA,"Costa Rica, Panama",,,,,New
2517,17185,,,,Y,,Palo Seco Protection Forest ,Panama,,,,,New
2517,19402,,,,Y,,Gandoca/Manzanillo Wildlife Refuge,Costa Rica,,,,,New
2594,313,107015,61612,,Y,,Canaima National Park ,Venezuela,,,,,
2594,30029,61416,,,Y,,Alto Orinoco-Casiquiare Biosphere Reserve,Venezuela,,,,,
2594,4366,,,,Y,,Duida-Marahuaca National Park,Venezuela,,,,,
2635,107382,107383,,,Y,,Bahia de Jiquilisco (Weighted average: Salt Forests),El Salvador,,N,,,
2635,12524,,,,N,,"Guija Complex, National Park of San Diego and San Felipe-Las Barras (Land)",El Salvador,,N,,,
2635,555542808,,,,Y,,Guija Complex (Aquatic),El Salvador,,N,,,
2635,,,,,N,,Bahia de Jiquilisco (Weighted average: Seasonally-saturated Forests),El Salvador,,N,,,
2638,,,,,N,,Khazar Nature Reserve,Turkmenistan,,N,,,
2654,103171,901251,902304,,Y,,Banco Chinchoro,Mexico,,Y,,,
2654,306818,228,,,Y,,Mapimi Biosphere Reserve,Mexico,,Y,Mapimí,,
2654,166969,903011,,,Y,,La Sepultura,Mexico,,Y,,,
2654,306844,903017,,,Y,,Selva Ocote Biosphere Reserve,Mexico,,Y,El Ocote,,
2654,306790,555556046,,,Y,,El Pinacate y Gran Desierto delAltar,Mexico,,Y,El Pinacate y Gran Desierto del Altar,,
2654,20064,,,,Y,,La Encrucijada Biosphere Reserve,Mexico,,N,La Encrucijada,,
2654,101409,,,,Y,,Alto Golfo de California y Delta del Río Colorado Biosphere Reserve,Mexico,,,Alto Golfo y Delta del Rio Colorado,,
2654,166962,,,,Y,,Sierra de Álamos-Río Cuchujaqui,Mexico,,N,,,
2654,166970,,,,Y,,Tehuacán-Cuicatlán Biosphere Reserve,Mexico,,,Tehuacán- Cuicatlán,,
2654,903006,,,,Y,,Cuatrocienagas UNESCO-MAB Biosphere Reserve,Mexico,,,Cuatrociénegas,,
2654,,,,,N,http://en.wikipedia.org/wiki/Sierra_de_la_Laguna,Sierra La Laguna,Mexico,,N,Sierra La Laguna,,
2654,,,,,N,Unclear of the location of this PA,Corredor Chichinautzin-Zempoala,Mexico,,,,,
2686,18804,,,,Y,,Montecristo Trifinio National Park,Honduras,,N,Montecristo National Park,,
2686,107153,,,,Y,,Trifinio Biosphere Reserve,Guatemala,,N,Trifinio Fraternidad Biosphere Reserve,,
2686,,,,,N,http://www.tbpa.net/page.php?ndx=65,Mesoamerican Network,Central America,,N,,,
2686,,,,,N,,La Fraternidad Biosphere Reserve,,,N,,,
2686,,,,,Y,,Salvadorian National Park,El Salvador,,N,,,
2817,16081,,,,Y,,Tabuleiro State Park,Brazil,South,N,,,
2836,17416,62649,,,Y,,Tarbagatayskiy Zakaznik,Kazakhstan,,N,Tarbagatai National Park,,
2836,1672,,,,Y,,Markakol State Reserve,Kazakhstan,East,N,,,
2836,,,,,N,http://www.kazakhstan.travel/en/attractions/local/26,Katon-Karagai National Park,Kazakhstan,,N,,,
2836,,,,,N,,Low Turgusun Zakaznik,Kazakhstan,,N,,,
2836,,,,,N,I think this might be a few PA's,"Ontustyk Altai Zakaznik, (Kabinsky, Bast-Teretki, Kaldjir,Kizil-tas)",Kazakhstan,,N,,,
2836,,,,,N,"There is a Altaisky PA in Russa, couldn’t find one in Kazakstan",West Altai Zapovednik,Kazakhstan,,N,,,
2848,759,7712,68336,,Y,,Shimba Hills National Reserve,Kenya,South-east,N,,,
2848,7423,,,,N,,Kayas of Kwale landscape,Kenya,,N,,,
2848,7543,,,,Y,,Buda Forest Reserve,Kenya,,N,"Buda Forest Station (Buda,Gogoni,Mrima,Dzombo,Marenje,Gonja and mangrove Forests.)",,
2848,7560,,,,,,Gogoni,Kenya,,,,,
2848,7644,,,,,,Marenje,Kenya,,,,,
2848,7664,,,,,,Mrima,Kenya,,,,,
2896,903011,107740,166969,,Y,,La Sepultura Reserves,Mexico,,Y,,,
2896,18062,,,,Y,,El Triunfo Biosphere Reserve,Mexico,,N,,,
2896,,,,,N,http://fairtradeusa.org/producer-profiles/cesmach-campesinos-ecol-gicos-de-la-sierra-madre-chiapas,Sierra Madre de Chiapas as buffer zone,,,N,,,
2969,317277,,,,Y,,Aketejawe-Lolobata National Park,Indonesia,,N,,,
3292,100037,555549230,198330,68917,Y,,Matka Canyon Natural Monument,Macedonia,,Y,,,
3292,176294,,,,Y,,Tikvesh Strict Nature Reserve,Macedonia,,N,,,
3517,928,901243,,,Y,,Tarutao Marine National Park,Thailand,South,Y,Tarutao National Park,,
3517,935,,,,Y,,Doi Inthanon national park,Thailand,North,N,,,
3517,7468,,,,Y,,Klong Lan national park,Thailand,,N,,,
3517,19669,,,,Y,,Maewong national park,Thailand,Central,N,,,
3517,,,,,N,,Eastern Forest Complex,Thailand,,N,,,
3556,,,,,N,,Surkhan zapovednik (good map on page 18),Uzbekistan,,N,,,
3557,555549467,555549413,,,Y,,Machakhela National Park,Georgia,,Y,,,
3557,1660,,,,Y,,Vashlovani NP,Georgia,,N,,,
3557,61588,,,,Y,,Borjomi-Kharagauli National Park,Georgia,,N,,,
3557,313053,,,,Y,,Tusheti PA,Georgia,,N,,,
3557,555549423,,,,Y,,Javakheti NP,Georgia,,N,,,
3620,,,,,N,,Circum-Caspian network,,,N,,,
3620,,,,,N,http://www.britannica.com/EBchecked/topic/325135/Kura-River,Kura River Delta,,,N,,,
3620,,,,,N,,Seals Special Protected Areas,,,N,,,
3687,5040,,,,Y,,Andranomena,Madagascar,West,N,,,
3687,352245,,,,Y,http://www.madamagazine.com/en/protected-area-loky-manambato-daraina/,Daraina Not Reported,Madagascar,,N,Loky Manambato,,
3687,352248,,,,Y,,Mahavavy Kinkony Complex,Madagascar,,N,,,
3687,555549464,,,,Y,,Marojejy Tsaratanana Corridor,Tanzania,,N,,,
3687,,,,,N,,Menabé-Antimena Complex,Madagascar,,N,,,
3729,24,,,,Y,,Inagua National Park,Bahamas,,N,Inagua National Park and Abaco National ParkInagua National Park and Abaco National Park,,
3729,2187,,,,Y,,Conception Island National Park,Bahamas,East,N,,,
3729,2228,,,,Y,,Exuma Cays Land and Sea Park,Bahamas,,N,,,
3729,11841,,,,Y,,Lucayan National Park,Bahamas,,N,,,
3729,11841,,,,Y,,Lucayan National Park,Bahamas,North,N,,,
3729,13939,,,,Y,,Black Sound Cay Reserve,Bahamas,East,N,,,
3729,31341,,,,Y,,Tilloo Cay Reserve,Bahamas,North,N,,,
3729,61793,,,,Y,,Rand Nature Centre,Bahamas,North,N,,,
3729,129917,,,,Y,,Abaco National Park,Bahamas,,N,Inagua National Park and Abaco National Park,,
3729,314998,,,,Y,,Central Andros National Park,Bahamas,Central,N,"** only Andros  PA on PP website with a WDPA ID , this one was not writen in the reoport file",,
3729,315000,,,,Y,,Little Inagua National Park,Bahamas,South,N,,,
3729,315001,,,,Y,,Walker’s Cay National Park,Bahamas,North,N,,,
3729,315002,,,,Y,,Bonefish Pond National Park,Bahamas,North-east,N,,,
3729,315003,,,,Y,,Moriah Harbour Cay National Park,Bahamas,East,N,,,
3729,316891,,,,Y,,Union Creek Managed Reserve,Bahamas,South,N,,,
3729,,,,,N,http://www.biminisharklab.com/about/nbmr,North Bimini Marine Reserve,Bahamas,,N,,,
3729,,,,,N,http://www.bnt.bs/_m1898/Marine-protected-areas/South-Berry-Island,South Berry Islands Marine Reserve,Bahamas,,N,,,
3729,,,,,N,http://www.bnt.bs/_m1898/Marine-protected-areas/Jewfish-cay,Exuma Marine Reserve – Jewfish,Bahamas,,N,,,
3729,,,,,N,"There is a PP page for ""
Central Andros National Park (WDPA ID 314998)"" but Im not surte if any of these PA's come under this.",Andros West side National Park,Bahamas,East,N,,,
3729,,,,,N,"There is a PP page for ""
Central Andros National Park (WDPA ID 314998)"" but Im not surte if any of these PA's come under this.",Andros Reef National Park,Bahamas,,N,,,
3729,,,,,N,"There is a PP page for ""
Central Andros National Park (WDPA ID 314998)"" but Im not surte if any of these PA's come under this.",Andros Crab National Park,Bahamas,,N,,,
3729,,,,,N,"There is a PP page for ""
Central Andros National Park (WDPA ID 314998)"" but Im not surte if any of these PA's come under this.",Andros Blue Holes National Park,Bahamas,,N,,,
3729,,,,,N,http://www.bnt.bs/_m1731/The-National-Parks-of-The-Bahamas/Primeval-Forest-National-Park,Primeval Forest National Park,Bahamas,,N,,,
3748,1368,,,,Y,,Zeraf (Ez Zeraf Game Reserve),Sudan,,N,,,
3748,1371,,,,Y,,Boma National Park,Sudan,,N,Southern Boma,,
3748,2337,,,,Y,,Badinglo National Park,Sudan,,N,Bandingalo,,
3965,917,,,,Y,,Ruaha National Park,Tanzania,,N,,,
3965,7438,,,,Y,,Rungwa Game Reserve,Tanzania,,N,,,
3965,7883,,,,Y,,Kizigo Game Reserve,Tanzania,,N,,,
3965,301662,,,,Y,,Mount Rungwe Nature Reserve (Rungwe Nature Reserve),Tanzania,,N,,,
3965,303338,,,,Y,,Muhesi Game Reserve,Tanzania,,N,,,
3965,350003,,,,Y,,Kitulo NP,Tanzania,,N,,,
3965,352703,,,,Y,,Mpanga-Kipengere Game Reserve,Tanzania,,N,,,
3965,,,,,N,,Numbe valley corridor,Tanzania,,N,,,
3965,,,,,N,,Bujingijila,Tanzania,,N,,,
877 and 2078,903017,,,,Y,,Selva El Ocote UNESCO-MAB Biosphere Reserve,Mexico,,N,El Ocote,,"Report does break down the costs toward each objective, but does not show hoe much money is invested in each PA"
